Date,High,Low,Open,Close,Volume,Adj Close
2015-01-05,26720.0,26260.0,26720.0,26660.0,10139500.0,22273.216796875
2015-01-06,26340.0,25760.0,26300.0,25900.0,15235500.0,21638.275390625
2015-01-07,26220.0,25640.0,25880.0,26140.0,14322750.0,21838.787109375
2015-01-08,26780.0,26200.0,26780.0,26280.0,14477600.0,21955.74609375
2015-01-09,26440.0,26280.0,26280.0,26280.0,9312400.0,21955.74609375
2015-01-12,26380.0,26020.0,26260.0,26320.0,8325400.0,21989.16796875
2015-01-13,26800.0,26000.0,26280.0,26780.0,12293400.0,22373.478515625
2015-01-14,27100.0,26700.0,26780.0,26900.0,14332250.0,22473.728515625
2015-01-15,26980.0,26580.0,26900.0,26680.0,14103900.0,22289.927734375
2015-01-16,26680.0,26260.0,26680.0,26320.0,13568500.0,21989.16796875
2015-01-19,26980.0,26400.0,26580.0,26860.0,6672950.0,22440.310546875
2015-01-20,27440.0,26900.0,27000.0,27440.0,13278050.0,22924.880859375
2015-01-21,27900.0,27200.0,27340.0,27900.0,16612650.0,23309.1796875
2015-01-22,27980.0,27560.0,27960.0,27560.0,17957700.0,23025.1328125
2015-01-23,28000.0,27540.0,28000.0,27720.0,12858750.0,23158.806640625
2015-01-26,27900.0,27280.0,27500.0,27780.0,10153500.0,23208.931640625
2015-01-27,28000.0,27480.0,27500.0,28000.0,9957200.0,23392.7265625
2015-01-28,27800.0,27480.0,27720.0,27560.0,10831500.0,23025.1328125
2015-01-29,27900.0,27140.0,27360.0,27200.0,13702250.0,22724.3671875
2015-01-30,27540.0,27200.0,27200.0,27300.0,16110000.0,22807.9140625
2015-02-02,27540.0,27120.0,27300.0,27360.0,10521000.0,22858.041015625
2015-02-03,27600.0,27180.0,27600.0,27320.0,5654400.0,22824.62109375
2015-02-04,27620.0,27180.0,27500.0,27180.0,9328900.0,22707.654296875
2015-02-05,27380.0,26920.0,27180.0,27160.0,6770400.0,22690.951171875
2015-02-06,27480.0,26720.0,26920.0,27440.0,8005050.0,22924.880859375
2015-02-09,27980.0,27140.0,27200.0,27900.0,8693500.0,23309.1796875
2015-02-10,28000.0,27540.0,28000.0,27560.0,6519350.0,23025.1328125
2015-02-11,27480.0,27080.0,27480.0,27100.0,9973800.0,22640.828125
2015-02-12,27160.0,26620.0,26800.0,26880.0,10748200.0,22457.01953125
2015-02-13,27220.0,26900.0,27200.0,27220.0,6522900.0,22741.080078125
2015-02-16,27480.0,27220.0,27360.0,27480.0,6226500.0,22958.29296875
2015-02-17,27540.0,27280.0,27480.0,27540.0,5745000.0,23008.419921875
2015-02-23,27800.0,27320.0,27560.0,27340.0,15301800.0,22841.326171875
2015-02-24,27780.0,27280.0,27700.0,27340.0,10863250.0,22841.326171875
2015-02-25,27700.0,27460.0,27600.0,27580.0,8374250.0,23041.84375
2015-02-26,27600.0,27360.0,27580.0,27500.0,8179150.0,22975.00390625
2015-02-27,27520.0,27140.0,27500.0,27140.0,13009400.0,22674.240234375
2015-03-02,28460.0,27340.0,27500.0,28460.0,21805600.0,23777.0390625
2015-03-03,28740.0,28120.0,28700.0,28360.0,13748800.0,23693.4921875
2015-03-04,28800.0,28200.0,28220.0,28740.0,11603100.0,24010.96875
2015-03-05,28860.0,28340.0,28780.0,28440.0,9615600.0,23760.33203125
2015-03-06,28980.0,28120.0,28280.0,28840.0,11733500.0,24094.509765625
2015-03-09,28800.0,28400.0,28800.0,28400.0,7814600.0,23726.912109375
2015-03-10,28860.0,28400.0,28680.0,28420.0,10419850.0,23743.623046875
2015-03-11,29580.0,28360.0,28380.0,29480.0,21108650.0,24629.208984375
2015-03-12,29460.0,28940.0,29200.0,28940.0,19153200.0,24178.056640625
2015-03-13,29580.0,29100.0,29220.0,29140.0,9413100.0,24345.15234375
2015-03-16,29740.0,29100.0,29160.0,29400.0,8974550.0,24562.37109375
2015-03-17,30000.0,29200.0,29400.0,29940.0,13661150.0,25013.509765625
2015-03-18,30120.0,29720.0,29920.0,30060.0,12464350.0,25113.76953125
2015-03-19,30200.0,29400.0,30200.0,29400.0,13225800.0,24562.37109375
2015-03-20,29600.0,29200.0,29500.0,29280.0,12704950.0,24462.109375
2015-03-23,29480.0,29160.0,29240.0,29340.0,8122900.0,24512.23828125
2015-03-24,29560.0,29100.0,29100.0,29520.0,9113150.0,24662.62109375
2015-03-25,29760.0,29440.0,29740.0,29700.0,9369050.0,24813.001953125
2015-03-26,29120.0,28420.0,29000.0,28420.0,21005950.0,23743.623046875
2015-03-27,28960.0,28300.0,28300.0,28420.0,16065800.0,23743.623046875
2015-03-30,28680.0,28240.0,28500.0,28560.0,8955500.0,23860.5859375
2015-03-31,29040.0,28600.0,28980.0,28820.0,9842650.0,24077.806640625
2015-04-01,28740.0,28400.0,28740.0,28460.0,7266050.0,23777.0390625
2015-04-02,28800.0,28460.0,28680.0,28680.0,6903400.0,23960.841796875
2015-04-03,28800.0,28400.0,28680.0,28680.0,6270150.0,23960.841796875
2015-04-06,29800.0,28700.0,28860.0,29400.0,10582600.0,24562.37109375
2015-04-07,29700.0,29240.0,29560.0,29240.0,9526050.0,24428.69140625
2015-04-08,29700.0,29200.0,29400.0,29580.0,7773400.0,24712.74609375
2015-04-09,29780.0,29400.0,29400.0,29660.0,9107550.0,24779.58203125
2015-04-10,29880.0,29560.0,29600.0,29800.0,9960100.0,24896.55078125
2015-04-13,29820.0,29360.0,29580.0,29580.0,10293300.0,24712.74609375
2015-04-14,29700.0,29300.0,29700.0,29480.0,9429750.0,24629.208984375
2015-04-15,29400.0,28540.0,29200.0,28920.0,13551050.0,24161.349609375
2015-04-16,29540.0,28940.0,29240.0,29540.0,10762350.0,24679.3359375
2015-04-17,29560.0,28940.0,29540.0,29000.0,10172300.0,24228.18359375
2015-04-20,28960.0,28460.0,28920.0,28600.0,12394900.0,23894.005859375
2015-04-21,28900.0,28400.0,28420.0,28880.0,11852650.0,24127.931640625
2015-04-22,29460.0,28720.0,28880.0,29220.0,12655550.0,24411.984375
2015-04-23,29400.0,28800.0,29400.0,29020.0,9245150.0,24244.892578125
2015-04-24,29100.0,28000.0,28980.0,28200.0,19089900.0,23559.8203125
2015-04-27,28220.0,27500.0,28200.0,27900.0,16517150.0,23309.1796875
2015-04-28,28000.0,27180.0,27800.0,27320.0,15697300.0,22824.62109375
2015-04-29,27880.0,27280.0,27340.0,27700.0,10895650.0,23142.09765625
2015-04-30,28360.0,27580.0,27700.0,28200.0,18352850.0,23559.8203125
2015-05-04,28460.0,27940.0,28140.0,28000.0,8283700.0,23392.7265625
2015-05-06,27820.0,27120.0,27800.0,27240.0,13270500.0,22757.78515625
2015-05-07,27500.0,27080.0,27240.0,27400.0,10257400.0,22891.455078125
2015-05-08,27400.0,26760.0,27320.0,26760.0,9488100.0,22356.767578125
2015-05-11,27200.0,26720.0,27200.0,26720.0,9640450.0,22323.349609375
2015-05-12,27060.0,26480.0,26900.0,26620.0,10633200.0,22239.80078125
2015-05-13,26980.0,26520.0,26980.0,26660.0,9877250.0,22273.216796875
2015-05-14,26860.0,26560.0,26820.0,26800.0,8488500.0,22390.185546875
2015-05-15,27120.0,26420.0,27100.0,26520.0,8922350.0,22156.2578125
2015-05-18,26700.0,26180.0,26700.0,26400.0,9626850.0,22056.001953125
2015-05-19,27100.0,26140.0,26420.0,26760.0,8680900.0,22356.767578125
2015-05-20,27400.0,26820.0,26980.0,27320.0,10291450.0,22824.62109375
2015-05-21,27440.0,26880.0,27420.0,27040.0,7210600.0,22590.6953125
2015-05-22,27060.0,26700.0,27060.0,27000.0,8195800.0,22557.2734375
2015-05-26,27380.0,26720.0,27320.0,27240.0,10034150.0,22757.78515625
2015-05-27,27320.0,26260.0,27200.0,26280.0,17265450.0,21955.74609375
2015-05-28,26420.0,26020.0,26340.0,26180.0,15048150.0,21872.20703125
2015-05-29,26420.0,25940.0,26400.0,26140.0,17380750.0,21838.787109375
2015-06-01,26020.0,25760.0,26000.0,25820.0,10921950.0,21571.443359375
2015-06-02,26060.0,25760.0,26000.0,26060.0,8757550.0,21771.94921875
2015-06-03,26320.0,25300.0,26060.0,25460.0,11769400.0,21270.6796875
2015-06-04,26820.0,26100.0,26300.0,26740.0,19411950.0,22340.056640625
2015-06-05,27100.0,26400.0,26500.0,26820.0,9828150.0,22406.89453125
2015-06-08,26940.0,26260.0,26900.0,26280.0,10118950.0,21955.74609375
2015-06-09,26200.0,25360.0,26000.0,25640.0,13735250.0,21421.060546875
2015-06-10,25880.0,25240.0,25640.0,25240.0,12501700.0,21086.87890625
2015-06-11,25480.0,25060.0,25260.0,25140.0,15314050.0,21003.330078125
2015-06-12,25740.0,25280.0,25560.0,25540.0,11741500.0,21337.513671875
2015-06-15,25480.0,25100.0,25100.0,25400.0,8067800.0,21220.548828125
2015-06-16,25480.0,24900.0,25400.0,25100.0,12767600.0,20969.9140625
2015-06-17,25320.0,24800.0,25000.0,25080.0,9452300.0,20953.20703125
2015-06-18,25580.0,25020.0,25180.0,25300.0,8247600.0,21137.0
2015-06-19,25560.0,25200.0,25320.0,25320.0,7094750.0,21153.716796875
2015-06-22,25920.0,25520.0,25820.0,25620.0,6370900.0,21404.33984375
2015-06-23,26560.0,25820.0,26180.0,26420.0,10159000.0,22072.712890625
2015-06-24,26220.0,25820.0,26000.0,26040.0,10198000.0,21755.236328125
2015-06-25,26060.0,25380.0,25800.0,25380.0,10695800.0,21203.837890625
2015-06-26,25800.0,25040.0,25040.0,25560.0,10347500.0,21354.21875
2015-06-29,25700.0,25120.0,25380.0,25620.0,11519950.0,21421.103515625
2015-06-30,25700.0,25320.0,25520.0,25360.0,9870350.0,21203.71875
2015-07-01,26040.0,25180.0,25360.0,25900.0,8324900.0,21655.220703125
2015-07-02,26080.0,25700.0,25720.0,25980.0,8223000.0,21722.10546875
2015-07-03,25880.0,25340.0,25740.0,25360.0,7130200.0,21203.71875
2015-07-06,25200.0,24460.0,25060.0,24600.0,10099950.0,20568.279296875
2015-07-07,25180.0,24400.0,24400.0,24800.0,12478250.0,20735.50390625
2015-07-08,25020.0,24640.0,24800.0,24780.0,11780950.0,20718.779296875
2015-07-09,25300.0,24520.0,24600.0,25300.0,14030500.0,21153.5546875
2015-07-10,25320.0,24960.0,25140.0,25180.0,9573400.0,21053.22265625
2015-07-13,25440.0,24900.0,25000.0,25320.0,7672050.0,21170.28125
2015-07-14,25400.0,24420.0,25300.0,24500.0,19989700.0,20484.669921875
2015-07-15,24760.0,24480.0,24500.0,24700.0,8370650.0,20651.888671875
2015-07-16,25740.0,24460.0,24460.0,25640.0,11173450.0,21437.83203125
2015-07-17,26220.0,25560.0,26000.0,26100.0,14861650.0,21822.447265625
2015-07-20,26080.0,25460.0,25820.0,25500.0,6446400.0,21320.783203125
2015-07-21,25540.0,24940.0,25500.0,25260.0,9702750.0,21120.107421875
2015-07-22,25200.0,24700.0,24880.0,25060.0,13416150.0,20952.890625
2015-07-23,25060.0,24680.0,24880.0,24680.0,10448250.0,20635.166015625
2015-07-24,24760.0,24480.0,24540.0,24580.0,9829200.0,20551.556640625
2015-07-27,24940.0,24560.0,24580.0,24600.0,12152000.0,20568.279296875
2015-07-28,25020.0,24380.0,24480.0,24600.0,13381350.0,20568.279296875
2015-07-29,25500.0,24620.0,25000.0,25260.0,13734450.0,21120.107421875
2015-07-30,25200.0,24300.0,25160.0,24300.0,15419600.0,20317.4453125
2015-07-31,24440.0,23500.0,24400.0,23700.0,19579450.0,19815.78515625
2015-08-03,23680.0,23320.0,23680.0,23500.0,9844550.0,19648.556640625
2015-08-04,23740.0,23400.0,23500.0,23640.0,12844350.0,19765.61328125
2015-08-05,23640.0,23160.0,23640.0,23180.0,12802500.0,19381.00390625
2015-08-06,23120.0,22300.0,23100.0,22300.0,20199050.0,18645.228515625
2015-08-07,22740.0,22300.0,22400.0,22720.0,13787100.0,18996.396484375
2015-08-10,22840.0,22600.0,22800.0,22820.0,5722500.0,19080.00390625
2015-08-11,23580.0,22960.0,23020.0,23140.0,11664300.0,19347.556640625
2015-08-12,23280.0,22800.0,23000.0,23080.0,11154000.0,19297.392578125
2015-08-13,23060.0,22760.0,23060.0,22800.0,7520550.0,19063.28125
2015-08-14,22800.0,22800.0,22800.0,22800.0,0.0,19063.28125
2015-08-17,22820.0,22080.0,22800.0,22080.0,11360850.0,18461.28515625
2015-08-18,22820.0,22340.0,22360.0,22620.0,11583600.0,18912.783203125
2015-08-19,23520.0,22820.0,23380.0,23080.0,20070750.0,19297.392578125
2015-08-20,23420.0,22600.0,23260.0,22780.0,10805950.0,19046.55859375
2015-08-21,22560.0,21920.0,21980.0,22020.0,20442550.0,18411.1171875
2015-08-24,22300.0,20660.0,21760.0,21580.0,22429600.0,18043.228515625
2015-08-25,22140.0,21340.0,21580.0,21580.0,19625950.0,18043.228515625
2015-08-26,21480.0,21000.0,21360.0,21340.0,27947600.0,17842.5625
2015-08-27,21720.0,21260.0,21640.0,21340.0,24769400.0,17842.5625
2015-08-28,21720.0,21460.0,21720.0,21620.0,23111150.0,18076.677734375
2015-08-31,21780.0,21040.0,21420.0,21780.0,20415450.0,18210.455078125
2015-09-01,21960.0,21620.0,21780.0,21700.0,12018600.0,18143.564453125
2015-09-02,21900.0,21300.0,21380.0,21800.0,15634150.0,18227.169921875
2015-09-03,22500.0,21860.0,22040.0,22440.0,15200350.0,18762.28125
2015-09-04,22880.0,22360.0,22440.0,22580.0,12570650.0,18879.341796875
2015-09-07,22580.0,22100.0,22580.0,22240.0,9590250.0,18595.064453125
2015-09-08,22720.0,22120.0,22260.0,22620.0,9116500.0,18912.783203125
2015-09-09,22940.0,22720.0,22920.0,22940.0,12968800.0,19180.337890625
2015-09-10,22780.0,22360.0,22600.0,22680.0,18128400.0,18962.951171875
2015-09-11,22660.0,22300.0,22520.0,22300.0,10208350.0,18645.228515625
2015-09-14,22480.0,22200.0,22400.0,22480.0,8353650.0,18795.728515625
2015-09-15,22560.0,22260.0,22280.0,22460.0,11647800.0,18779.001953125
2015-09-16,23140.0,22420.0,22420.0,23040.0,17188150.0,19263.947265625
2015-09-17,23140.0,22880.0,23060.0,23140.0,13698000.0,19347.556640625
2015-09-18,23840.0,22700.0,22900.0,23800.0,21813500.0,19899.388671875
2015-09-21,23460.0,23000.0,23260.0,23000.0,10267950.0,19230.5078125
2015-09-22,23000.0,22600.0,22860.0,22900.0,12533750.0,19146.892578125
2015-09-23,22880.0,22500.0,22880.0,22620.0,9882450.0,18912.783203125
2015-09-24,22700.0,22500.0,22520.0,22520.0,6636050.0,18829.171875
2015-09-25,22500.0,22180.0,22400.0,22240.0,10458000.0,18595.064453125
2015-09-30,22680.0,21800.0,22000.0,22680.0,22946800.0,18962.951171875
2015-10-01,22900.0,22420.0,22800.0,22680.0,12052050.0,18962.951171875
2015-10-02,22660.0,22240.0,22240.0,22380.0,13715100.0,18712.1171875
2015-10-05,22620.0,22300.0,22380.0,22300.0,12096750.0,18645.228515625
2015-10-06,23100.0,22540.0,22600.0,23020.0,19149350.0,19247.224609375
2015-10-07,25040.0,23720.0,23960.0,25020.0,39975100.0,20919.447265625
2015-10-08,25580.0,25000.0,25000.0,25400.0,28533850.0,21237.166015625
2015-10-12,25260.0,24940.0,25200.0,25200.0,18948700.0,21069.943359375
2015-10-13,25440.0,24960.0,25200.0,25040.0,9900000.0,20936.1640625
2015-10-14,25200.0,24740.0,24960.0,25080.0,8752550.0,20969.6171875
2015-10-15,25640.0,24860.0,24880.0,25380.0,12425150.0,21220.4453125
2015-10-16,25380.0,25180.0,25300.0,25300.0,7198400.0,21153.5546875
2015-10-19,25300.0,24980.0,25140.0,25120.0,5853500.0,21003.0546875
2015-10-20,25460.0,25120.0,25200.0,25320.0,7517350.0,21170.28125
2015-10-21,25640.0,25180.0,25300.0,25400.0,6978350.0,21237.166015625
2015-10-22,25900.0,25380.0,25600.0,25600.0,11533650.0,21404.392578125
2015-10-23,26000.0,25560.0,26000.0,25780.0,13153550.0,21554.88671875
2015-10-26,25960.0,25440.0,25960.0,25840.0,7608250.0,21605.056640625
2015-10-27,25980.0,25620.0,25640.0,25960.0,6612050.0,21705.390625
2015-10-28,26160.0,25820.0,25880.0,26160.0,13565150.0,21872.609375
