Date,High,Low,Open,Close,Volume,Adj Close
2015-10-29,27840.0,26480.0,26600.0,26500.0,31523550.0,22156.8828125
2015-10-30,27800.0,26820.0,26900.0,27440.0,25469250.0,22942.833984375
2015-11-02,27860.0,27480.0,27700.0,27660.0,19327300.0,23126.775390625
2015-11-03,27620.0,27000.0,27620.0,27040.0,15092000.0,22608.38671875
2015-11-04,27220.0,26520.0,27040.0,26600.0,14053500.0,22240.494140625
2015-11-05,27080.0,26600.0,26600.0,26840.0,8652100.0,22441.158203125
2015-11-06,26960.0,26600.0,26860.0,26760.0,8216100.0,22374.275390625
2015-11-09,26880.0,26420.0,26760.0,26880.0,9283050.0,22474.60546875
2015-11-10,26820.0,26280.0,26720.0,26420.0,9877550.0,22089.99609375
2015-11-11,26900.0,26420.0,26420.0,26660.0,7022450.0,22290.658203125
2015-11-12,26680.0,26340.0,26660.0,26340.0,7870850.0,22023.107421875
2015-11-13,26340.0,26000.0,26340.0,26000.0,8883850.0,21738.83203125
2015-11-16,25820.0,25260.0,25820.0,25260.0,13785250.0,21120.107421875
2015-11-17,25800.0,25400.0,25500.0,25400.0,9309200.0,21237.166015625
2015-11-18,25800.0,25440.0,25440.0,25620.0,8386750.0,21421.103515625
2015-11-19,25800.0,25420.0,25800.0,25780.0,9642500.0,21554.88671875
2015-11-20,25920.0,25560.0,25780.0,25700.0,8436000.0,21487.998046875
2015-11-23,26040.0,25620.0,25700.0,25640.0,9941000.0,21437.83203125
2015-11-24,26100.0,25640.0,25640.0,25980.0,7978000.0,21722.10546875
2015-11-25,26200.0,25980.0,26000.0,25980.0,7131350.0,21722.10546875
2015-11-26,26800.0,25980.0,25980.0,26700.0,9290000.0,22324.10546875
2015-11-27,26980.0,26540.0,26900.0,26540.0,8492700.0,22190.333984375
2015-11-30,26500.0,25680.0,26500.0,25680.0,26700300.0,21471.279296875
2015-12-01,26440.0,25760.0,25880.0,26420.0,12605650.0,22089.99609375
2015-12-02,26440.0,25880.0,26420.0,26000.0,11481400.0,21738.83203125
2015-12-03,25940.0,25720.0,25900.0,25800.0,8334750.0,21571.607421875
2015-12-04,25600.0,25340.0,25500.0,25380.0,9635550.0,21220.4453125
2015-12-07,25500.0,25240.0,25380.0,25240.0,9805350.0,21103.390625
2015-12-08,25440.0,25240.0,25240.0,25240.0,6916100.0,21103.390625
2015-12-09,25500.0,25240.0,25240.0,25260.0,9090600.0,21120.107421875
2015-12-10,25860.0,25260.0,25260.0,25660.0,15193350.0,21454.55859375
2015-12-11,25900.0,25440.0,25660.0,25680.0,10336450.0,21471.279296875
2015-12-14,25460.0,25100.0,25460.0,25220.0,11140050.0,21086.666015625
2015-12-15,25600.0,25200.0,25220.0,25540.0,8774700.0,21354.220703125
2015-12-16,26200.0,25560.0,25560.0,25980.0,10398100.0,21722.10546875
2015-12-17,26160.0,25500.0,26020.0,25800.0,8733850.0,21571.607421875
2015-12-18,25760.0,25280.0,25300.0,25560.0,8418450.0,21370.943359375
2015-12-21,25700.0,25220.0,25560.0,25600.0,8023300.0,21404.392578125
2015-12-22,25840.0,25340.0,25600.0,25840.0,10309600.0,21605.056640625
2015-12-23,25980.0,25640.0,25840.0,25900.0,10357400.0,21655.220703125
2015-12-24,26000.0,25700.0,25900.0,25700.0,7807550.0,21487.998046875
2015-12-28,25780.0,25320.0,25700.0,25320.0,11361500.0,21170.28125
2015-12-29,25320.0,24820.0,25300.0,25080.0,11647200.0,21306.205078125
2015-12-30,25440.0,25080.0,25200.0,25200.0,10197900.0,21408.14453125
2016-01-04,25200.0,24100.0,25200.0,24100.0,15346950.0,20473.669921875
2016-01-05,24360.0,23720.0,24040.0,24160.0,10800100.0,20524.638671875
2016-01-06,24160.0,23360.0,24160.0,23500.0,18337600.0,19963.947265625
2016-01-07,23660.0,23020.0,23320.0,23260.0,14119400.0,19760.05859375
2016-01-08,23720.0,23260.0,23260.0,23420.0,12888150.0,19895.98046875
2016-01-11,23320.0,22920.0,23120.0,23040.0,12063850.0,19573.16015625
2016-01-12,23320.0,22880.0,22960.0,22920.0,10314150.0,19471.21484375
2016-01-13,23180.0,22960.0,23060.0,22960.0,7165800.0,19505.19921875
2016-01-14,22840.0,22620.0,22620.0,22760.0,10451100.0,19335.291015625
2016-01-15,23040.0,22480.0,22800.0,22640.0,10473200.0,19233.3515625
2016-01-18,22660.0,21760.0,21760.0,22520.0,16010700.0,19131.40234375
2016-01-19,23420.0,22560.0,22560.0,23420.0,10362100.0,19895.98046875
2016-01-20,23200.0,22640.0,23200.0,22760.0,8352600.0,19335.291015625
2016-01-21,23100.0,22500.0,22660.0,22620.0,9517600.0,19216.361328125
2016-01-22,23360.0,22900.0,22900.0,23360.0,7376400.0,19845.009765625
2016-01-25,23520.0,23120.0,23440.0,23240.0,7995650.0,19743.06640625
2016-01-26,23140.0,22720.0,23100.0,22740.0,7619950.0,19318.30078125
2016-01-27,23500.0,22520.0,22520.0,23500.0,13811850.0,19963.947265625
2016-01-28,23360.0,22780.0,23280.0,22900.0,15795600.0,19454.224609375
2016-01-29,23000.0,22320.0,22800.0,23000.0,21849150.0,19539.1796875
2016-02-01,23260.0,23020.0,23040.0,23260.0,12998950.0,19760.05859375
2016-02-02,23320.0,22940.0,23220.0,23120.0,8317400.0,19641.119140625
2016-02-03,23040.0,22740.0,23000.0,22920.0,8725350.0,19471.21484375
2016-02-04,23220.0,22960.0,23000.0,23120.0,12397950.0,19641.119140625
2016-02-05,23380.0,23120.0,23120.0,23280.0,9404700.0,19777.05078125
2016-02-11,22740.0,22360.0,22360.0,22600.0,15263100.0,19199.365234375
2016-02-12,23020.0,22440.0,22600.0,22600.0,12811600.0,19199.365234375
2016-02-15,23200.0,22880.0,23080.0,23080.0,9157300.0,19607.138671875
2016-02-16,23580.0,23140.0,23160.0,23360.0,9020050.0,19845.009765625
2016-02-17,24020.0,23380.0,23580.0,23700.0,12303100.0,20133.8515625
2016-02-18,24060.0,23560.0,24060.0,23740.0,11124050.0,20167.828125
2016-02-19,23900.0,23480.0,23740.0,23800.0,8842600.0,20218.8046875
2016-02-22,23840.0,23320.0,23800.0,23500.0,8744950.0,19963.947265625
2016-02-23,23780.0,23460.0,23580.0,23620.0,7383700.0,20065.888671875
2016-02-24,23580.0,23220.0,23560.0,23440.0,7024200.0,19912.9765625
2016-02-25,23740.0,23440.0,23440.0,23580.0,6681750.0,20031.908203125
2016-02-26,23740.0,23440.0,23600.0,23440.0,8867200.0,19912.9765625
2016-02-29,23880.0,23520.0,23580.0,23560.0,14434000.0,20014.9140625
2016-03-02,24140.0,23920.0,24000.0,23940.0,11818600.0,20337.740234375
2016-03-03,24400.0,24040.0,24260.0,24400.0,10949550.0,20728.521484375
2016-03-04,24560.0,24040.0,24400.0,24300.0,10074500.0,20643.568359375
2016-03-07,24620.0,24300.0,24400.0,24460.0,6568800.0,20779.494140625
2016-03-08,24480.0,23720.0,24460.0,23840.0,10810100.0,20252.787109375
2016-03-09,23980.0,23540.0,23760.0,23880.0,9169000.0,20286.767578125
2016-03-10,24720.0,24020.0,24160.0,24500.0,14177000.0,20813.474609375
2016-03-11,25060.0,24320.0,24500.0,24980.0,13361250.0,21221.24609375
2016-03-14,25460.0,24980.0,25340.0,25100.0,10857700.0,21323.193359375
2016-03-15,25280.0,24920.0,25100.0,25060.0,8640400.0,21289.208984375
2016-03-16,25260.0,25060.0,25120.0,25120.0,7342800.0,21340.18359375
2016-03-17,25920.0,25140.0,25300.0,25260.0,12343450.0,21459.1171875
2016-03-18,25560.0,25260.0,25560.0,25460.0,11265700.0,21629.0234375
2016-03-21,25580.0,25160.0,25480.0,25340.0,9058500.0,21527.08203125
2016-03-22,25580.0,25240.0,25340.0,25380.0,10143600.0,21561.060546875
2016-03-23,25580.0,25240.0,25380.0,25580.0,9870900.0,21730.96875
2016-03-24,25800.0,25320.0,25580.0,25640.0,10939750.0,21781.94140625
2016-03-25,25800.0,25560.0,25660.0,25760.0,7172300.0,21883.880859375
2016-03-28,26000.0,25760.0,25760.0,25880.0,6060900.0,21985.826171875
2016-03-29,26000.0,25700.0,25880.0,25800.0,8622700.0,21917.861328125
2016-03-30,26420.0,26040.0,26200.0,26160.0,13380250.0,22223.69921875
2016-03-31,26280.0,25960.0,26120.0,26240.0,19130750.0,22291.654296875
2016-04-01,26180.0,25420.0,25980.0,25580.0,13557800.0,21730.96875
2016-04-04,26100.0,25580.0,25580.0,26100.0,9402300.0,22172.720703125
2016-04-05,25980.0,25200.0,25980.0,25200.0,11815950.0,21408.14453125
2016-04-06,25820.0,25360.0,25380.0,25700.0,9211700.0,21832.91015625
2016-04-07,26000.0,25160.0,26000.0,25380.0,12939750.0,21561.060546875
2016-04-08,25380.0,24800.0,25380.0,24920.0,12593400.0,21170.28125
2016-04-11,25420.0,24920.0,24920.0,25320.0,6034650.0,21510.08984375
2016-04-12,25620.0,25320.0,25400.0,25500.0,6702700.0,21663.0078125
2016-04-14,26040.0,25780.0,26000.0,26000.0,16766350.0,22087.76953125
2016-04-15,26200.0,25800.0,26180.0,26000.0,6829950.0,22087.76953125
2016-04-18,26100.0,25840.0,25900.0,25980.0,6423700.0,22070.77734375
2016-04-19,25920.0,25660.0,25880.0,25760.0,7238300.0,21883.880859375
2016-04-20,26000.0,25640.0,25640.0,25980.0,8598600.0,22070.77734375
2016-04-21,26020.0,25760.0,26000.0,25880.0,7254450.0,21985.826171875
2016-04-22,25880.0,25540.0,25880.0,25600.0,5741500.0,21747.962890625
2016-04-25,25700.0,25420.0,25700.0,25620.0,4597850.0,21764.94921875
2016-04-26,26100.0,25660.0,25700.0,25920.0,8345050.0,22019.8046875
2016-04-27,26000.0,25720.0,25880.0,26000.0,8297300.0,22087.76953125
2016-04-28,26000.0,25220.0,26000.0,25300.0,14653450.0,21493.099609375
2016-04-29,25340.0,24840.0,25200.0,24900.0,16253900.0,21153.287109375
2016-05-02,25240.0,24900.0,24940.0,25000.0,7027600.0,21238.236328125
2016-05-03,25400.0,25120.0,25340.0,25220.0,7903300.0,21425.13671875
2016-05-04,25800.0,25240.0,25440.0,25800.0,14702750.0,21917.861328125
2016-05-09,26000.0,25700.0,25800.0,25980.0,13718100.0,22070.77734375
2016-05-10,26000.0,25760.0,25980.0,25920.0,8559550.0,22019.8046875
2016-05-11,25980.0,25740.0,25920.0,25840.0,8834400.0,21951.841796875
2016-05-12,25840.0,25500.0,25840.0,25620.0,7615100.0,21764.94921875
2016-05-13,25620.0,25020.0,25620.0,25060.0,12284900.0,21289.208984375
2016-05-16,25260.0,24940.0,25060.0,24960.0,11720150.0,21204.2578125
2016-05-17,25300.0,24980.0,24980.0,25280.0,9183550.0,21476.10546875
2016-05-18,25420.0,25100.0,25280.0,25360.0,9169600.0,21544.0703125
2016-05-19,25540.0,25320.0,25360.0,25400.0,10012450.0,21578.046875
2016-05-20,25600.0,25380.0,25400.0,25380.0,7960550.0,21561.060546875
2016-05-23,25720.0,25380.0,25380.0,25720.0,8112550.0,21849.900390625
2016-05-24,25780.0,25360.0,25720.0,25420.0,10434600.0,21595.04296875
2016-05-25,25960.0,25480.0,25660.0,25900.0,11862750.0,22002.81640625
2016-05-26,26060.0,25900.0,25980.0,25920.0,12653650.0,22019.8046875
2016-05-27,26020.0,25460.0,26000.0,25640.0,13744550.0,21781.94140625
2016-05-30,25940.0,25480.0,25940.0,25600.0,10315350.0,21747.962890625
2016-05-31,26000.0,25360.0,25600.0,25840.0,62527700.0,21951.841796875
2016-06-01,26820.0,25900.0,25960.0,26660.0,23504000.0,22648.458984375
